name,iata_code,icao_code
Jet Story,null,JDI
Jet-Stream,null,JSH
Jet Stream Charter,null,VTB
Jet Support Services,null,JNS
Jet Team,null,PXJ
Jet Technics,null,JTW
Jet Test International,null,JTN
Jet Time,null,JTF
Jet Up Aviation,JU*,null
Jet View,null,JVW
Jet2.com,LS,EXS
Jetaerofuels,null,JRO
Jetair Caribbean,4J,JRC
Jetbee Czech,null,JBC
Jetbird Limited,null,JBD
Jetblue Airways,B6,JBU
Jetcall,null,JCL
Jetcapital Aviation,null,ILM
JetClub Malta,null,JLN
Jetex Aviation,null,JXA
Jetflite,null,JEF
Jetfly Aviation,null,JFA
Jetfly Airlines,null,JFL
JetHouse,null,JTH
Jetica,null,JTC
JetKey,null,KBD
Jetkontor,null,JKH
Jetlines,AU,CJL
Jetlink Express,null,JLT
JetMagic,null,JMK
JetNetherlands,null,JNL
JetNEXA,null,JNX
Jetnova,null,JNV
Jetology,null,JTY
Jetport SPB,null,JPH
Jetpro,null,JPO
JetRight,null,JRT
Jets Ejecutivos,null,JEJ
Jets Ejecutivos Y Servicios,null,JEV
AB Jets,null,FTD
Private Jets,null,OKC
JetSMART Airlines - Colombia,null,null
JetSMART,JA,JAT
jetSMART Peru,JZ,JAP
JetSmart Airlines,WJ,JES
JetsPlus,null,JPL
Jetspremier,null,JPM
Jetstar Asia Airways,3K,JSA
Jetstar Hong Kong Airways,null,JKT
Jetstar Japan,GK,JJP
Jetstar Airways,JQ,JST
Jetstream Aviation Congo,null,JSC
Jetstream Executive Travel,null,JXT
Jetstream Aviation,null,JSP
Jetstream International,null,JSS
Jetstream International Airlines,OH,JIA
Jetsuite Air,null,RSP
Jett Paqueteria,null,JPQ
Jettainer,JE*,null
JettAircraft,null,DHR
Jettime,null,JTD
Jetways of Iowa,null,JWY
JF Air Traffic,null,FIK
Jhonlin Air Transport,null,JLB
Jiangsu Jet,null,JSU
Jiangsu Jingdong Cargo Airlines,JG,JDL
Jiangxi Cargo Airlines,null,null
Jiangxi Express Commuter Aviation,null,KXA
Jiangxi Air,RY,CJX
Jigsaw Project (Bristow Helicopters Ltd.),null,JSW
Jilin First International Aviation Academy,null,FUH
Jim Hankins Air Service,null,HKN
Jin Air,LJ,JNA
Jinggog Globaljet,null,JGJ
Jinxiang Airlines,null,JXX
Jivair,null,JIV
Jive Aviation,null,JVE
JM Family Aviation,null,TKM
Johnson Air,null,JHN
Johnston Airways,null,JMJ
JoinJet,null,JNJ
Joint Military Commission (JMC) Nuba Mountains,null,JMM
Jomartaxi Aereo,null,JMT
Jomo Air Service,null,JSV
Jonika,null,JNK
"Jonsson, H. Air Taxi",null,ODI
JOON,null,JON
Jordan Aviation,null,null
Jordan Aviation,R5,JAV
Jota Aviation,null,ENZ
Journey Jet,null,JNJ
Journey Aviation,null,JNY
Joy Air,JR,JOY
JR Technologies,1R,null
JS Air,null,JSJ
JS Aviation,null,JSM
JSX Air,XE,JSX
Ju-Air,null,JUR
Air Juan,AO,null
Juba Cargo Services & Aviation,null,JUC
Jubba Airways,3J,JUB
Jubilee Airways,null,DKE
Jubilee Aviation Support Services,null,BZP
Jump Aviation,null,JUM
Jump Air,null,JUP
Juneyao Airlines,HO,DKH
Jung Sky,null,JSY
Junkanoo Air,null,JKN
Jupiter Jet,IM*,JPJ
Air Jupiter,null,JIS
Jupiter Airlines,null,JUA
Justice Air,null,JKR
Jutland Jets Air Taxi,null,JUT
K-AVIATION,null,KAA
K-Aviation,null,KAA
K-Mile Air,8K,KMI
K&R Aviation,null,OPN
K2 Airways,null,KTA
K5-Aviation,null,KAY
K5 Aviation,null,KVT
Kabul Air,null,KBL
Kahama Mining Corporation,null,KMC
KaiserAir,null,KAI
Kaliningrad Air Enterprise,null,KLN
Kalitta Charters II,K5*,KII
Kalitta Charters,K9*,KFS
Kalitta Air,K4,CKS
Kallat El Saker Air,null,KES
Kam Air,RQ,KMF
Kamaka Air,null,KMK
Kangala Air Express,null,KAE
Kansas Highway Patrol,null,KAN
Kansas State University,null,KSU
Kapajet,null,KJE
Kapital Aviation,null,KPT
Kargo Xpress,WW*,KXP
Karibu Airways,null,KRB
Karinou Airlines,null,KRN
Karthago Private Jet,null,KPJ
Karun Airlines,NV,KRU
Kata Transportation,null,KTV
Kaua Transportes Aereos,null,KUA
Kavok Airlines,null,KVA
Kavouras,null,XKA
Kaz Air Jet,null,KEJ
Kaz Air West,null,KAW
Air Kazakhstan Express,null,KVP
Kazan Plant Of Helicopters,null,KPH
Kazavia,null,KKA
Air KBZ,K7,KBZ
Keewatin Air,null,KEW
Kelix Air,null,KLX
Kelowna Flightcraft Air,FK,KFA
Kenai Aviation,null,KNW
Kenley (RAF),null,KNY
Kenmore Crew Leasing,null,HAE
Kenmore Air,M5*,KEN
Kenmore Air,M5*,null
Kenn Borek Air,null,KBA
Kent Aviation,null,KAH
Kent State University,null,KSF
Kenya Airways,KQ,KQA
Kermas Aviation,null,KER
Keuk Dong Dae,null,KDA
Kevis,null,KVS
Key Lime Air,KG,LYM
Key Air,null,KEY
Air Key West,null,KWX
Keystone Aerial Surveys,null,FTP
Keystone Air Service,null,KEE
Air KG,null,KGC
KGFM Transport And Logistics,null,CMO
Khaan Airlines,null,KHN
Khabarovsk Airlines,null,KHF
Khatlon Air,null,KHT
Khazar,null,KHR
"Khoriv-Avia, State Enterprise",null,KRV
Khozestan Photros Air Lines,null,KHP
Khozu-Avia,null,OZU
Khyber Afghan Airlines,null,KHY
King Air Charter,null,RXX
Kingcrete Associates,null,BTP
Kingfisher Air Services,null,BEZ
Kinloss FTU,null,KIN
Kinnarps,null,KIP
Air Kiribati,IK,AKL
Kirknewton (RAF),null,KRT
Kiss Air,null,KIX
Air Kissari,null,KSI
Kitty Hawk Airways,null,KHC
Air Klaipeda,null,KLD
KlasJet,null,KLJ
KLM Cityhopper,WA,KLC
KLM Royal Dutch Airlines,KL,KLM
KM Malta Airlines,null,KMM
KN Helicopters,null,SHW
Knighthawk Express,null,KHX
Knights Airlines,null,KGT
Kobo-Coop - 96 KFT,null,KOB
Koda International,null,OYE
Kolob Canyons Air Services,null,KCR
Komiaviatrans,KO,KMA
Kommunalförbundet Ambulanshelikopter Värmland-Dalarna,null,SWV
Korea Aerospace University,null,HGD
Air Korea,null,AKA
Korea Aviation College,null,KAG
Korea Aviation,null,KVN
Korea National University of Transportation,null,KTU
Korean Air,KE,KAL
Air Koryo,JS,KOR
Kosmos,null,KSM
Kosovaair,null,KOS
Kostroma Air Enterprise,null,KMW
Kovar Air,null,WOK
Krasavia,KV,SSJ
Kremenchuk Flight College,null,KFC
"Kroonk, Air Agency",null,KRO
KS Avia,null,KSA
Kudlik Aviation,null,KUK
Kudos Aviation,null,KUD
Kun Peng Airlines,null,KPA
Kunming Airlines,KY,KNA
Kurzemes Avio,null,KZA
Kush Aviation,null,KUH
Kustbevakningen,null,KBV
Kuwait Airways,KU,KAC
"Kwena Air, South African Charter",null,KWN
Kyrgyz Air,null,KAF
Kyungwoon University,null,WCD
L-3 Communications Flight International Aviation,null,RTD
L A Helicopter,null,LAH
Air L.A.,null,UED
L J Aviation,null,LJY
L R Airlines,null,LRB
L3Harris Airline Academy,null,LFA
La Compagnie,B0,DJT
La Costeña S.A.,LC,NIS
Labcorp,null,SKQ
Lahak Aviation,null,LHK
Lake Havasu Air Service,null,HCA
Lakeland Aviation,null,LKL
LAM,TM,LAM
Laminar Air,null,LAX
Lamra,null,LMR
Laneas Aereas Trans Costa Rica,null,TCR
Lanexang Aviation,null,null
Langtry Flying Group,null,PAP
Lanmei Airlines,LQ,MKR
Lanza Air,null,LZA
Lanzarote Aerocargo,null,LZT
Lao Airlines,QV,LAO
Lao Skyway,LK,LLL
Laredo Air,null,LRD
Larry Connor,null,WND
Lasare Airline,null,LRE
LASER Airlines,QL*,LER
LAT,null,LKD
LATAM Airlines Brasil,JJ,TAM
LATAM Cargo Colombia,L7,LAE
LATAM Cargo Brasil,M3,LTG
LATAM Cargo Chile,UC,LCO
LATAM Airlines Chile,LA,LAN
LATAM Airlines Chile,LU,LXP
LATAM Airlines Colombia,4C,ARE
LATAM Airlines Ecuador,XL,LNE
LATAM Airlines Paraguay,PZ,LAP
LATAM Airlines Peru,LP,LPE
LATPASS Airlines,null,LTP
Latvian Air Force,null,LAF
Latvian Airlines,null,LTL
Lauda Europe,LW,LDA
Lawrence Aviation,null,LAR
Layang-Layang Aerospace,null,LAY
Le One,null,null
Leadair Ltd Israel Airlines,null,LEV
Leadair Unijet,null,LEA
Aviation Leader General Aviation,null,LHG
Leader,null,LSA
Leading Edge Aviation,null,LDG
LEAF,null,HFL
Leair Charter Services,null,LSL
Leasair International,null,LEI
Lease-A-Plane International,null,LPL
Lease Fly,null,LZF
LEAV Aviation,KK,NGN
Lebanese Air Transport,null,LAT
Lebanon Airport Development,null,LAD
Lebap,null,LEB
Leconte Airlines,null,LCA
Leeming FTU,null,LEE
Legacy Airways,null,LGF
Legend Airlines,null,LAL
Legends Airways,null,DVY
Aviation Legere de L'armee de Terre,null,FMY
Lego,null,LGE
Leisure One Fly,null,LIT
Lentini Aviation,null,LEN
Leo-Air,null,LOR
Leo Taxi Aereo,null,LTX
Leonardo UK Limited,null,WHE
Air Leone,null,RLL
Leonesa de Aviacion,null,LEL
Lequios Airlines,null,LQS
Lesortec,null,LST
Let J.S.C.,null,LEK
Let’s Fly,null,FIZ
Let's Jett,null,LFG
Let's Fly,null,LLY
"Letiurneau University, School of Aeronautical Science",null,JKA
Leuchars,null,LCS
Levaero Aviation,null,CNP
Levaero Aviation,null,FKL
Level,null,null
Levu Transporte Aéreo e Logistica de Cargas,null,LVU
Lexair Corporate Aviation,null,LEX
LG International Corporation,null,LGI
Air Liaison,null,LSJ
Liaoning Meridian Jet,null,LNM
Liberia Airways,null,LBA
Liberty Jet Management,null,LRT
Air Libya,7I,TLR
Libyan Air Ambulance,null,LYA
Libyan Arab Company For Air Cargo,null,LCR
Libyan Bluebird,null,LBB
Libyan Express for Air Transport,null,LXX
Libyan Airlines,LN,LAA
Libyan Airways,null,LYW
Libyan Wings,YL,LWA
Liebherr-Aviation,null,LHB
Life Air,null,LFE
Life Line Aviation,null,LLK
LifeFlight Australia,null,GDY
LIFT Academy,null,LTA
Air-Lift Associates,null,WPK
Air Lift,null,IFI
Light Aircraft Association of The Czech Republic,null,MOK
Lignes Mauritaniennes Air Express,null,LME
Lignes Nationales Aeriennes - Linacongo,null,GCB
LILIAIR,null,null
Linair,null,LIN
Lincoln Airlines,null,LUX
"Lincoln, Ne Air National Guard",null,GDQ
Linea Aerea Mexicana de Carga,null,LMC
Linea Aerea Nacional de Honduras,null,LNH
LINEA AEREA DE FUMIG. AGUAS NEGRAS S.A.,null,NEG
Linea Aerea Costa Norte,null,NOT
Linea se Aeroservicios,null,LSE
Lineas Aereas Suramericanas,4L,LAU
Lineas Aereas de Ixtlan,null,IXT
Lineas Aereas Comerciales,null,LCM
Lineas Aereas San Jose,null,LIJ
Lineas Aereas Monarca,null,LMN
Lineas Aereas Nacionales (LANSA),null,LNS
Lineas Aereas Del Humaya,null,UMA
Lineas AereasdDel Mayab,null,MYV
Linex,null,LEC
Linhas Aereas Santomenses,null,SMS
LINK Airways,FC,null
Air Link,LZ,null
Link Airways Of Australia,null,LAW
Linkopings Flygklubb,null,LFK
Linksair,null,LNQ
Linton-On-Ouse FTU,null,LOP
Lion Helicopters,null,LHE
Lion Airlines,JT,LNI
Lions Air,null,LEU
Lipican Aer,null,LIP
Lithuanian Air Force Safety Department,null,LYF
Little Red Air Service,null,LRA
Little Rissington (RAF),null,RIN
Live Oak Banking,null,BOG
Livian Air,null,LVL
Liz Aviation,L0,LAZ
Lloyd Aviation,null,LLD
LNAir Air Services,null,LNA
Lockheed Duats,null,XDD
Lockheed,null,LAC
Lockheed Martin Aeronautics,null,CBD
Lockheed Martin,null,LHM
Lockheed Martin Aeronautics Company,null,LNG
Lockheed Air Terminal,null,XLG
Loganair,LM,LOG
Lojy Air,null,LOJ
Lomas Helicopters,null,LMS
LON Aviation,null,LON
London City Airport Jet Centre,null,LCY
London Executive Aviation,null,LNX
Lone Star Aviators,null,BST
Lone Star Communications,null,LSO
Lonestar Airways,null,LOA
Long Island Airlines,null,ORA
LongJiang Airlines,LT,SNG
Longtail Aviation,6T,LGT
Loong Airlines,GJ,CDC
Lorraine Aviation,null,LRR
Los Cedros Aviacion,null,LSC
Lossiemouth FTU,null,LOS
LOT Ground Service,null,LGS
LOT Polish Airlines,null,HZR
LOT - Polish Airlines,LO,LOT
Lotnicze Pogotowie Ratunkowe,null,LPR
Lott Ship Agency,null,LSH
Lotus International Air,null,LUS
Lotus Airline,null,TAS
Louella Freight Services,null,LFS
Lowlevel,null,LWL
Air Loyaute,null,RLY
LRC - Linhas Aereas,null,LRN
Air Lubo / ALK Airlines,null,VBB
Lucky Air,8L,LKE
Luft Cargo,null,LUT
Lufthansa Cargo,LH,GEC
Lufthansa CityLine,CL,CLH
Lufthansa,LH,DLH
Lufthansa Systems,S1,null
Lufthansa Technik,null,LHT
Lufttransport,null,LTR
Luk Aero,null,KUL
Luke Air,null,LKA
Lukoil-Avia,null,LUK
Lulutai Airlines,L8,TON
Lumiwings,L9,LWI
"Lund University School of Aviation, TFHS",null,UNY
Luxair,LG,LGL
Luxaviation Belgium,null,AAB
"Luxaviation E.A, S.A.",null,LMJ
Luxaviation Germany,null,LXG
Luxaviation,null,LXA
Luxaviation Malta,null,LXM
Luxaviation San Marino,null,LSM
Luxembourg Air Ambulance,null,LRQ
Luxor Air,null,LXO
Luxwing,BN,LWG
Lydd Air,null,LYD
Lydia Yazilim ve Bilgi Teknolojileri sanayi Ve Ticaret Anonim Sirketi,E1,null
Lynch Flying Service,null,LCH
Lynden Air Cargo,L2,LYC
Lynden Air Cargo PNG,null,LYB
Lynx Air International,null,LXF
Lynx Servicios Aereos,null,LXS
Lynx Air,Y9,DAT
M.A.C. Fotografica,null,MCF
M G Aviacion,null,MGA
M I T Airlines,null,MNC
M & N Aviation,null,JNH
M&N Aviation,null,WYM
Mabe Flights,null,MBF
Mac Dan Aviation Corporation,null,MCN
MAC Aviation,null,MAQ
Macau Jet International,null,MMJ
Air Macau,NX,AMU
Aviation Machine Works - Centrafrique (AMW-Centrafrique),null,MCW
Mack Air,null,MKB
Air Macran,null,AMH
Air Madagascar,MD,MDG
Madagascar Airlines,null,MGY
Madikwe Charter,null,MDK
Madjet-Tranportes Aereos,null,MJT
MAE Aircraft Management,MA,MEN
Maersk Air Cargo,DJ*,SRR
Magna Air,null,MGR
Magnicharters,null,GMT
Mahan Air,W5,IRM
Maiba Airways,null,NDJ
Maine Forest Service,null,MFP
Maine Aviation Corporation,null,MAT
Mais Linhas Aereas,null,MLI
Majestic Jet,null,MJI
Air Majoro,null,MJP
MAK.kg,null,MSK
Air Maken,null,AKE
Maklee Air,null,MAK
Malagasy Airlines,null,MLG
Malawi Airlines,3W*,MWI
Malawi Express,null,MLX
Malaya Aviatsia Dona,null,MKK
Malaysia Airlines,MH,MAS
Maldivian,Q2,DQA
Maleth-Aero,DB,MLT
Malev Express,null,MEH
Mali Air Luftverkehr Gesellschaft,null,MAE
Mall Airways,null,MLS
Malone Aircharter,null,MAD
Air Malta,KM,AMC
Malta Air,null,MAY
Malta MedAir,MT,MMO
Malta Wings,null,MWS
Manaf International Airways,null,MLB
Air Management Group,null,DXT
Management Unit of North Sea Mathematical Models,null,BCG
Air Manas,ZM,MBB
Manasik Aviation,XN*,MNM
Mandarin Airlines,AE,MDA
Mandarin Air,null,MJC
Mango,JE,MNO
Mango MG Bird SA,null,MGO
Manhattan Air,null,MHN
Mann Air Charter,null,MNR
Mann Yadanarpon Airlines,7Y,MYP
Mannion Air Charter,null,MAN
Manta Aviation,NR,MAV
Map Linhas Aereas,7M,PAM
MAP Management and Planning,null,MPJ
Marabu,DI,MBU
Marathon Airlines S.A.,O8,MTO
Marcopolo Airways,null,MCP
Marghi Air,null,MGI
Marham FTU,null,MRH
Marina Militare Italiana,null,MMI
Air Marine,null,MRY
Maritime and Coastguard Agency,null,SRG
Maritime Helicopters,null,MHF
Markoss Aviation,null,MKO
Maroomba Airlines,null,null
Air Marshall Islands,null,CWM
Marshall Of Cambridge,null,MCE
Marshall University Bill Noe Flight School,null,HRD
Martin-Baker,null,MBE
Martin Companies,null,MRC
Martin Aviation Services,null,XMA
Martinair Holland,MP,MPH
Martinaire,null,MRA
Martins Famous Pastry Shoppe,null,HGE
Martyn Fiddler Associates,null,MFA
Martyn Lunn,null,null
Maryland State Police,null,TRP
MasAir,M7,MAA
Massachusetts Institute Of Technology,null,MTH
Massey University School Of Aviation,null,MSY
Air Master,MR*,RMX
Master Planner,null,MPL
Maswings,MY,MWG
"Mater Logistics, LLC",null,TKH
Aviation Matters,null,PFL
"Mauria, Société Mauritanienne D'aviation",null,MIA
Mauritania Airlines,L6,MAI
Mauritania Airways,null,MTW
Mauritanienne de Transport Aerien,null,MDE
Mauritanienne Air Fret,null,MRF
Mauritanienne Airways,null,MWY
Air Mauritius,MK,MAU
Maurtanienne Aerienne Et Navale,null,MNV
Maverick Airways,null,MVR
Mavi Gök Airlines (MGA),4M*,MGH
Max Aviation,null,MAX
Max Air,null,MWN
Max Air,VM,NGL
"Maxair, LLC",null,NTW
Maximum Flight Advantages,null,MXF
Maximus Airlines,6M,MXM
Maximus Air Cargo,null,MXU
Maxin Air,null,MXR
May Air Xpress,null,MXP
Maya Island Air,2M,MYD
Mayo Clinic,null,MAO
MB Aero,null,MBO
Mbachi Air/Ground Services,null,MBS
MBK-S,null,PLG
McAlpine Helicopters,null,MCH
MCC Aviation,null,MCC
McCall Air / Salmon Air,null,MKL
Mcdan Aviation,null,MDN
McMahon Helicopter Services,null,MMH
McNeely Charter Services,null,MDS
MDL AVIATION INTERNATIONAL SERVICES,null,MDZ
MEA,ME,MEA
Med Airways,null,MED
Med-Trans Of Florida,null,MEK
Medair Charter,null,MDX
Medical Air Rescue Services (MARS),null,MRZ
Medical Aviation Services,null,MCL
Medifly,null,MFY
Mediterranean Coastal Airlines,null,MCA
Mediterranean Airways,null,MDY
Air Mediterranean,MV,MAR
Medsky Airways,BM,MNS
Meerblick,null,MIK
Mega,null,MGK
Mega,null,MME
Megaviation,null,ARM
Megido Aviation,null,MGV
Mel Air,5M*,MDO
Melitair,null,BNM
Memorial Hermann Hospital System Life Flight,null,RDK
Air Memphis,null,MHS
Air Memphis,null,MHU
Merchant Express Aviation,null,MXX
Air Mercury,4X*,MEC
Meregrass,null,QHD
Meridian Air Cargo,null,MRD
Air Meridian,null,MEF
MERIDIAN,null,MEM
Meridian Airlines,null,MHL
Meridian Air,null,MMM
Meridiana Africa Airlines (Uganda),null,UGB
Merlin Airways,null,MEI
Merlin,null,WSX
Mermoz-Academy,null,MZY
Mersal Air Cargo,null,MZH
Mesa Airlines,YV,ASH
MET Data Bank,null,YZY
MET Express Air,null,AMM
Air Metack,null,MTK
Metavia Airlines,null,MNK
Meteologic,null,MLZ
Meteorological Office,null,YMY
Meteorological Operational Telecommunications Network Europe (MOTNE),null,YBY
Meteorological Research Flight,null,MET
Methow Aviation,null,MER
Metro Business Aviation,null,MVI
Metro Express 11,null,MEX
Metroflight,null,MTR
Metrojet,null,MTJ
MetroJets,7N,MTD
Metron Aviation,null,MHY
Metropolitan Aviation,null,BLR
Mex Blue,null,MXB
Mexicana,null,MXA
Mexico Transportes Aereos,null,MXT
Mframa Airlines,null,GOG
MHS Aviation,M2,MHV
Miami Air Charter,null,HUR
Miami Valley Aviation,null,OWL
MIAT - Mongolian Airlines,OM,MGL
MicroMatter Technology Solutions Ltd.,null,WIZ
Mid East Air Charters,null,DRJ
Mid Airlines,null,NYL
Mid-Pacific Jets,null,FGR
Mid-Pacific Airlines,null,MPA
Midamerica Jet,null,MJR
Midas Airlines,null,MIO
Middle Georgia State College,null,NIT
Middle Tennessee State University,null,MTU
Midline Air Freight,null,MFR
Midstate Airlines,null,MIS
Midway Connection,null,XAP
Midwest Aviation Division,null,MWT
Midwest Aviation,null,DZR
Midwest Air Freighters,null,FAX
Midwest Helicopters de Mexico,null,HTE
Midwest Air Link,null,MWL
Air Midwest,null,VTY
Midwest Wings,null,MWW
Milenium Air Servicios Aereos Integrados,null,MSN
Military Flight Operational Control Centre,null,YWY
Military Service Or Organization,null,YXY
Millennium Air,null,MLK
Miller Flying Services,null,MFS
Millesime Aviation,null,MIM
Million Air Longview,null,DOL
Millon Express,M2*,MXS
Minair,null,OMR
Minebea Technologies,null,EBE
Ministry Of Agriculture Fisheries And Food,null,WDG
Minor Aviation,null,MIN
Minsheng International Jet,null,MSF
Minsk Aircraft Overhaul Plant,null,LIR
MIR Scientific Industrial Enterprise,null,NPP
Mira Vista Aviation,null,MVJ
Miras,null,MIF
Miscellaneous Auxiliary Calegory,null,XCR
Misr Overseas Airways,null,MOS
Missions Gouvernementales Francaises,null,MRN
Mississippi State University,null,BDG
Mississippi Valley Airways,null,MVA
Mitsubishi Aircraft Corporation,null,MAJ
MixVel,1K,null
Mjet,null,MJF
MNG Airlines,MB,MNB
Moalem Aviation,null,AMA
Air Moana,NM,NTR
Air Mobility Command (AMC),MC,RCH
Modern Logistics,WD,MWM
Mofaz Air,null,MFZ
Mogilevavia,null,MOG
Mohawk Airlines,null,MOW
Moka Airways,null,MKA
Moldaeroservice,null,MLE
Moldova,null,MVG
Mombasa Air Safari,null,RRV
Monacair,QM,null
Monarch Air Group,null,MFD
Monarch Airlines,null,MNH
Mongolian Airways Cargo,XF,MGW
Mongolyn Alt Mak,null,NHN
Monky Aerotaxis,null,MKY
Air Montenegro,null,AMN
Moonair,null,MOO
Mooney,null,MNY
Morningstar Air Express,null,MAL
Morocco Airways,null,MCI
Morrison Flying Service,null,MRO
Motor-Sich,M9,MSI
Air Mountain,null,AMT
Mountain Air Cargo,null,MTN
Mountain Air Express,null,PKP
Mountain Flyers 80,null,MFB
Mountain Aviation,null,FTH
Mountain High Aviation,null,MHA
Mountain Pacific Air,null,MPC
Mountain Air Service.,null,BRR
Mountain Valley Air Service,null,MTV
Mounthill Aviation Resource Services,null,MHH
Mountian Bird,null,MBI
Move,null,MVE
Mozambique Expresso,null,MXE
MSC Air Cargo,null,null
MTC Aviacion,null,MCV
Mukamalah Aviation,null,null
Multi Taxi,null,MTX
Multiflight,null,MFT
Multiservicios Aereos Vikingo,null,VKO
Air Munich Aviation,null,MUC
Murmansk Aviation Enterprise,null,MRM
Air Muskoka,null,AMS
Mustique Airways,null,MAW
My Freighter,C6,MFX
My Indo Airlines,2Y*,MYU
My Jet Saver,null,MJS
My Jet,null,MYJ
My Jet Xpress,N7*,NEP
MYAirline,Z9,MYM
Myanmar Airways International,8M,MMA
Myanmar Airways,null,null
Myanmar National Airlines,UB,UBA
Myflight,null,MYF
Myflug H.F.,null,MYA
MyWay Airlines,MJ,MYW
Nacoia,null,ANL
NAEW&C Force E-3A Fleet,null,NAG
"Nagesa, Compania Aerea",null,NGS
Nahanni Air Services,null,NAH
Naljets Limited,null,APX
Nam Air,IN,LKN
Namdeb Diamond Corporation,null,DMD
Namibia Commercial Aviation,null,MRE
Namibia Rescue Services,null,NMR
Namibian Defence Force,null,NDF
Nanjing Airlines,null,CNJ
Nanshan Jet,null,NSJ
Nantucket Airlines,null,ACK
Nantucket Shuttle,null,NHA
Air Napier,null,NPR
Napier Air Service,null,NAP
Napkelet Airlines,null,NKE
NASA Mars,null,IGY
Nashville Jet Charters,null,NJC
NASJET,null,NJJ
Nass LLC,null,NAW
Natalco Air Lines,null,NCO
National Airways,9Y*,NAE
"National Airborne Operations Center, U.S. Strategic Command",null,OSD
National Airports Authority Of India,null,YXA
National Air Charters,JY*,JYA
National Flight Centre,null,TYT
National Grid Co.,null,GRD
National Aviation Company,null,GTY
Air National Guard,null,BTB
National Jets,null,EGS
National Airlines,null,KUS
National Airways Corporation,null,LFI
National Airlines,N8,NCR
National Airlines,null,NTN
National Oceanic And Atmospheric Administration,null,NOA
National Overseas Airlines Company,null,NOL
National Air Traffic Controllers Association (NATCA),null,NTK
National Air Traffic Services,null,RFI
Nationale Regionale Transport,null,NRG
Native American Air Ambulance,null,NVT
NATO Alliance Ground Surveillance (AGS),null,MAG
NATO,null,OAN
NATO Support and Procurement Agency,null,MMF
Natural Enviroment Research Council,null,EVM
Naturelink Charter,null,NRK
Nauru Airlines,ON,RON
Nav Canada,null,NVC
Nav Flight Planning,null,NAV
"Navegacao Aerea de Portugal, NAV, EP",null,NVP
Navidtec,null,IRI
Naviera Mexicana,null,NVM
Air Navigation And Trading,null,ANB
Air Navigation Services of the Czech Republic,null,CBA
Navinc Airlines Services,null,XNV
Navitaire,1N,null
Navtech System Support,null,XNS
Nawrs Air,null,NUR
NAYSA Servicios Aereos,null,NAY
Nayzak Air Transport,null,NZA
ND Aerotaxis,null,NDT
Nederlandse Kustwacht/Netherlands Coastguard,null,NCG
Nedgistic Express Services & Aviation,null,FCS
Nel Cargo,null,NLG
Nelair Charter,null,NLC
NELLA,null,NEL
Nelson Aviation College,null,CGE
Air Nelson,null,RLK
Neos,NO*,NOS
Nepal Airlines,RA,RNA
Neric,null,NSL
Nesma Airlines,NA,NMA
Nesma Airlines,NE,NSS
Nestoil,null,ANV
Air Net Private Charter,null,WDR
Netflix,null,NFX
Netjets Business Aviation,null,NEJ
Netjets Aviation,null,EJA
Netjets Middle East,null,NJF
Netjets,null,NJE
Netjets Air Transport UK,null,NJU
Network Aviation Australia,null,NWK
Network Aviation Services,null,NET
New England Air Express,null,NEZ
New Heights 291,null,NHT
New Japan Aviation,null,NJA
New Pacific Airlines,7H,RVF
New Way Cargo Airlines,null,NWY
New World Jet Corporation,null,NWD
New York State Police,null,GRY
New York Helicopter,null,NYH
New Zealand Air Defence Force,null,KRC
Air New Zealand,NZ,ANZ
Newair,null,HVA
Air Newark,null,NER
Newfoundland Labrador Air Transport,null,NLT
NexGen Flight Solutions,null,XGN
NextNet,null,NXT
Nexton,null,NXN
Nexus,null,null
Nexus Flight Operations Services,null,NXU
NG Eagle,null,XLE
NHV A/S,null,NHD
NHV Cote d'Ivoire,null,HNZ
NHV Aviation,null,NHV
NHV Helicopters,null,NHZ
NHV - Noordzee Helikopters Vlaanderen,null,NHX
Nicholas Air,null,JTZ
Niger Airlines,6N,NIN
Niger Air Cargo,NO,NAB
Nigeria Air,null,NWB
Nigerian Air Force,null,NGR
Nigerian Global,null,NGX
"Nikolaev-Air, Airline of Special Purpose",null,NKV
Nile Air,NP,NIA
Nile Safaris Aviation,null,NSA
Nile Wings Aviation Services,null,NLW
Nimbus,null,HBB
Nippon Cargo Airlines,KZ,NCA
NIUAS/13 AEF,null,UAI
Air Niugini,PX,ANG
Nizhnevartovskavia,null,NVK
No Limits Air,null,NLM
Noafly Aviation,null,NFY
Noble Air Charter,null,JLJ
Nok Air,DD,NOK
Nolinor Aviation,N5,NRL
Nomad Aviation (Europe),null,NUB
Nomad Airways,null,NOM
Nomad Aviation,null,NUM
Nomadic Aviation,null,OMD
Non Stop Aviation,null,CBZ
Nor Aviation,null,ROW
Norcopter,null,NOC
Nord Helikopter,null,NHE
Nordend,null,NDD
Nordic Air Ambulance,null,DOK
Nordic Sky,null,WET
Nordic Unmanned,null,NOU
Nordica,ND,NDA
Nordicflite,null,NFE
"Nordjet Airlines, S.L.",null,SGP
Nordjet Airlines,null,SPG
NordStar,Y7,TYA
Nordstress,null,NDS
Nordurflug,null,EHR
Nordwind Airlines,N4,NWS
Norestair,null,NRT
Norfolk Island Airlines,null,BNY
Norjet,null,NJR
Norlandair,null,FNA
Normandie Aviation,null,NDY
NORRA,N7,FCM
Norse Atlantic Airways,N0,NBT
Norse Atlantic UK,Z0,UBT
